ts_code,end_date,bz_item,0
000612.SZ,20181231,液体铝,3
000612.SZ,20181231,铝锭,3
000937.SZ,20181231,其他主营业务,3
000937.SZ,20210630,电力,3
601668.SH,20181231,内部抵销,3
000937.SZ,20181231,电力,3
000937.SZ,20190630,其他主营业务,3
600017.SH,20181231,堆存劳务,3
600017.SH,20181231,港务管理劳务,3
601588.SH,20210630,其他主营业务,3
600017.SH,20191231,堆存劳务,3
600017.SH,20191231,港务管理劳务,3
000937.SZ,20190630,电力,3
000937.SZ,20191231,其他主营业务,3
000937.SZ,20191231,电力,3
000937.SZ,20200630,电力,3
000937.SZ,20201231,其他主营业务,3
000937.SZ,20201231,电力,3
000937.SZ,20210630,其他主营业务,3
000963.SZ,20201231,分部间抵销,3
000612.SZ,20190630,铝锭,3
000543.SZ,20191231,运输,3
601688.SH,20201231,内部抵销,3
000878.SZ,20200630,硫酸,3
601519.SH,20181231,其他业务,3
601519.SH,20191231,其他业务,3
002431.SZ,20181231,其他业务,3
601519.SH,20191231,直播平台,3
601519.SH,20201231,其他业务,3
002431.SZ,20191231,其他业务,3
600362.SH,20201231,化工产品(硫酸及硫精矿),3
600362.SH,20201231,其他主营业务,3
600977.SH,20201231,电影放映,3
600362.SH,20200630,化工产品(硫酸及硫精矿),3
600886.SH,20181231,其他主营业务,3
600977.SH,20201231,影视制片制作,3
600886.SH,20191231,其他主营业务,3
600977.SH,20200630,电影放映,3
600977.SH,20200630,电影发行,3
600886.SH,20201231,其他主营业务,3
600977.SH,20200630,影视制片制作,3
600362.SH,20191231,化工产品(硫酸及硫精矿),3
601519.SH,20181231,直播平台,3
600637.SH,20181231,互联网电视,3
600362.SH,20181231,化工产品(硫酸及硫精矿),3
000983.SZ,20210630,电力热力,3
000538.SZ,20181231,其他主营业务,3
600884.SH,20191231,储能,3
000538.SZ,20191231,农产品,3
600884.SH,20191231,新能源汽车,3
600637.SH,20201231,互联网电视,3
600637.SH,20200630,电视购物与电子商务,3
600884.SH,20210630,分部抵消,3
600884.SH,20210630,新能源汽车,3
600637.SH,20200630,其他业务,3
600637.SH,20191231,游戏,3
601718.SH,20201231,内部抵销,3
600637.SH,20191231,互联网电视,3
600637.SH,20190630,游戏,3
601718.SH,20200630,内部抵销,3
600637.SH,20190630,互联网电视,3
601718.SH,20190630,内部抵销,3
600637.SH,20181231,其他业务,3
600635.SH,20201231,BOT运营,3
600012.SH,20181231,宣宁高速公路,3
601688.SH,20210630,其他主营业务,3
600012.SH,20201231,宣宁高速公路,3
601555.SH,20210630,公司总部及其他,3
600012.SH,20210630,宣宁高速公路,3
600033.SH,20201231,罗宁高速,3
600033.SH,20181231,罗宁高速,3
600633.SH,20201231,技术信息服务收入,3
600633.SH,20201231,在线游戏运营业务,3
600633.SH,20201231,商品销售业务,3
600633.SH,20201231,其他主营业务,3
600633.SH,20201231,其他业务,3
000625.SZ,20200630,其他业务,3
000625.SZ,20191231,外协加工,3
000625.SZ,20190630,外协加工,3
000970.SZ,20201231,电动自行车,3
000970.SZ,20191231,电动自行车,3
002456.SZ,20181231,其他主营业务,3
002558.SZ,20191231,其他游戏相关业务收入,3
600970.SH,20210630,内部抵销,3
601555.SH,20201231,资产管理业务,3
601555.SH,20201231,内部抵销,3
002570.SZ,20190630,其他类,3
601555.SH,20201231,公司总部及其他,3
600012.SH,20190630,宣宁高速公路,3
000540.SZ,20191231,学校及其他,3
600012.SH,20191231,宣宁高速公路,3
601555.SH,20181231,公司总部及其他,3
601555.SH,20181231,内部抵销,3
601555.SH,20181231,资产管理业务,3
600312.SH,20191231,国际业务板块,3
601555.SH,20190630,公司总部及其他,3
600012.SH,20200630,205国道天长段新线,3
600312.SH,20201231,国际业务板块,3
600012.SH,20200630,宣宁高速公路,3
601555.SH,20191231,公司总部及其他,3
601555.SH,20191231,内部抵销,3
601555.SH,20191231,资产管理业务,3
601555.SH,20200630,信用交易业务,3
601555.SH,20200630,公司总部及其他,3
601555.SH,20200630,资产管理业务,3
600331.SH,20191231,工程设计服务,3
600331.SH,20191231,物业管理,3
600331.SH,20191231,酒店收入,3
601618.SH,20181231,内部抵销,3
600602.SH,20181231,内部抵销,3
600020.SH,20181231,其他业务,3
600020.SH,20181231,通行费业务-永登路永城段,3
000960.SZ,20200630,贸易-银产品,3
600958.SH,20210630,管理本部及其他,3
600958.SH,20210630,内部抵销,3
600020.SH,20191231,通行费业务-济祁路永城段,3
600958.SH,20201231,证券经纪业务,3
600958.SH,20201231,管理本部及其他,3
600958.SH,20201231,内部抵销,3
600020.SH,20200630,技术服务业务,3
600020.SH,20200630,通行费业务-商登高速商丘至航空港区段,3
600020.SH,20200630,通行费业务-济祁路永城段,3
000572.SZ,20190630,汽车制造,3
600958.SH,20200630,证券经纪业务,3
600020.SH,20200630,通行费业务-郑尧高速公路,3
000572.SZ,20191231,汽车制造,3
600602.SH,20191231,内部抵销,3
600333.SH,20181231,其他主营业务,3
600020.SH,20200630,郑民高速开民段,3
000939.SZ,20201231,原煤销售,3
000961.SZ,20181231,建筑施工,3
002470.SZ,20191231,其他原料化肥,3
600598.SH,20181231,其他业务,3
600598.SH,20181231,工业品及其他,3
002470.SZ,20200630,其他原料化肥,3
600598.SH,20190630,麦芽销售,3
600598.SH,20191231,其他业务,3
002470.SZ,20201231,其他原料化肥,3
000939.SZ,20181231,生物质发电,3
600346.SH,20201231,其他主营业务,3
600598.SH,20200630,麦芽销售,3
000939.SZ,20190630,生物质发电,3
600598.SH,20201231,房地产,3
601618.SH,20201231,内部抵销,3
601618.SH,20191231,内部抵销,3
000939.SZ,20201231,其他业务,3
000939.SZ,20201231,其他主营业务,3
600958.SH,20200630,管理本部及其他,3
600020.SH,20201231,德上高速永城段,3
600331.SH,20200630,其他主营业务,3
600340.SH,20210630,其他主营业务,3
600601.SH,20201231,宽带服务收入,3
002493.SZ,20210630,切片,3
002493.SZ,20210630,其他主营业务,3
600601.SH,20200630,宽带服务收入,3
002493.SZ,20201231,涤纶预取向丝,3
600340.SH,20181231,其他主营业务,3
600021.SH,20181231,工程项目,3
600601.SH,20191231,宽带服务收入,3
600021.SH,20201231,维护检修,3
002493.SZ,20200630,涤纶预取向丝,3
600021.SH,20201231,工程项目,3
002493.SZ,20181231,涤纶预取向丝,3
600021.SH,20190630,工程项目,3
600601.SH,20191231,IDC业务收入,3
600601.SH,20190630,宽带服务收入,3
002493.SZ,20190630,涤纶预取向丝,3
600021.SH,20190630,维护检修,3
600340.SH,20191231,其他主营业务,3
601607.SH,20210630,内部抵销,3
000572.SZ,20201231,汽车制造,3
601607.SH,20201231,内部抵销,3
600958.SH,20200630,内部抵销,3
600022.SH,20201231,棒材,3
600958.SH,20191231,管理本部及其他,3
600958.SH,20191231,内部抵销,3
600020.SH,20210630,德上高速永城段,3
600958.SH,20190630,管理本部及其他,3
600958.SH,20190630,内部抵销,3
600022.SH,20191231,棒材,3
601611.SH,20210630,分部间抵销,3
600958.SH,20181231,证券投资业务,3
600958.SH,20181231,管理本部及其他,3
601607.SH,20181231,内部抵销,3
600958.SH,20181231,内部抵销,3
601607.SH,20190630,内部抵销,3
601607.SH,20191231,内部抵销,3
601607.SH,20200630,分销,3
601607.SH,20200630,工业收入,3
000961.SZ,20181231,房屋销售,3
000961.SZ,20181231,物业管理及其他,3
000961.SZ,20190630,内部抵销,3
000962.SZ,20210630,其他业务,3
600018.SH,20200630,内部抵销,3
600909.SH,20191231,公司总部及其他,3
600909.SH,20191231,内部抵销,3
600027.SH,20191231,供热,3
000962.SZ,20181231,钛及钛合金制品,3
600018.SH,20201231,内部抵销,3
600027.SH,20181231,供热,3
000962.SZ,20181231,其他主营业务,3
600909.SH,20200630,公司总部及其他,3
600597.SH,20210630,分部抵消,3
600018.SH,20210630,内部抵销,3
600909.SH,20201231,公司总部及其他,3
600909.SH,20201231,内部抵销,3
000601.SZ,20210630,其他主营业务,3
600909.SH,20210630,公司总部及其他,3
600909.SH,20210630,内部抵销,3
000601.SZ,20201231,本色消费类用纸,3
600027.SH,20201231,供热,3
600027.SH,20201231,售煤,3
000961.SZ,20191231,内部抵销,3
600909.SH,20190630,投资银行业务,3
600597.SH,20190630,公司本部,3
600331.SH,20200630,有色金属业,3
600597.SH,20190630,分部抵消,3
600331.SH,20201231,工程设计服务,3
600331.SH,20201231,物业管理,3
600331.SH,20201231,锌产品,3
600331.SH,20210630,分部抵消,3
600018.SH,20181231,内部抵销,3
600597.SH,20200630,公司本部,3
600597.SH,20200630,奶牛事业部,3
600018.SH,20190630,内部抵销,3
600909.SH,20181231,公司总部及其他,3
600909.SH,20181231,内部抵销,3
600018.SH,20191231,内部抵销,3
600597.SH,20200630,物流事业部,3
600597.SH,20200630,生产中心,3
600909.SH,20190630,公司总部及其他,3
000938.SZ,20181231,内部抵销,3
600348.SH,20210630,供电,3
000938.SZ,20190630,内部抵销,3
002468.SZ,20181231,中转,3
600606.SH,20201231,内部抵销,3
002500.SZ,20191231,未分配金额,3
002500.SZ,20191231,大宗商品交易及风险管理业务,3
600026.SH,20200630,外贸LPG运输,3
600606.SH,20200630,内部抵销,3
002500.SZ,20190630,未分配金额,3
600606.SH,20191231,租赁收入,3
600026.SH,20191231,外贸成品油,3
600606.SH,20191231,内部抵销,3
600026.SH,20191231,其他业务,3
600606.SH,20190630,内部抵销,3
000961.SZ,20210630,内部抵销,3
000961.SZ,20201231,内部抵销,3
600026.SH,20181231,外贸成品油,3
600026.SH,20181231,外贸原油,3
000961.SZ,20200630,内部抵销,3
600606.SH,20181231,内部抵销,3
600026.SH,20201231,外贸LPG运输,3
002500.SZ,20200630,大宗商品交易及风险管理业务,3
600606.SH,20210630,内部抵销,3
002500.SZ,20210630,大宗商品交易及风险管理业务,3
000938.SZ,20191231,内部抵销,3
600348.SH,20201231,供热,3
000938.SZ,20200630,内部抵销,3
600348.SH,20200630,供热,3
002468.SZ,20191231,中转,3
002500.SZ,20210630,未分配金额,3
002468.SZ,20191231,冷链,3
600348.SH,20191231,供热,3
002500.SZ,20200630,未分配金额,3
002468.SZ,20201231,中转,3
600348.SH,20190630,供电,3
002468.SZ,20201231,有偿派送,3
002500.SZ,20201231,未分配金额,3
002500.SZ,20201231,大宗商品交易及风险管理业务,3
600026.SH,20210630,外贸成品油,3
600026.SH,20210630,外贸原油,3
600884.SH,20190630,新能源汽车,3
600884.SH,20190630,其他业务,3
000629.SZ,20181231,钢材及钢材制品,3
601857.SH,20201231,其他业务,3
601857.SH,20200630,其他业务,3
601857.SH,20191231,内部抵销,3
601857.SH,20191231,其他业务,3
601857.SH,20181231,内部抵销,3
601857.SH,20181231,其他业务,3
000897.SZ,20181231,玛歌一期,3
000415.SZ,20201231,其他业务,3
000415.SZ,20201231,融资租赁,3
600653.SH,20200630,房产销售,3
600653.SH,20200630,内部抵销,3
600653.SH,20191231,内部抵销,3
600653.SH,20190630,房产销售,3
600653.SH,20181231,汽车后市场,3
600653.SH,20181231,房产销售,3
600653.SH,20181231,内部抵销,3
600068.SH,20200630,其他业务,3
000897.SZ,20201231,体院北蕴逸园,3
601857.SH,20200630,内部抵销,3
601857.SH,20201231,内部抵销,3
002024.SZ,20201231,物流服务,3
601857.SH,20210630,其他业务,3
000895.SZ,20191231,内部抵销,3
600004.SH,20190630,其他延伸服务收入,3
600004.SH,20190630,内部抵销,3
600004.SH,20190630,地面运输业务收入,3
000895.SZ,20200630,内部抵销,3
600004.SH,20191231,内部抵销,3
600004.SH,20200630,其他延伸服务收入,3
600004.SH,20200630,内部抵销,3
600004.SH,20200630,地面运输业务收入,3
600004.SH,20200630,航空服务收入,3
600004.SH,20201231,内部抵销,3
600004.SH,20201231,地面运输业务收入,3
600004.SH,20201231,航空服务收入,3
600004.SH,20210630,其他延伸服务收入,3
600004.SH,20210630,内部抵销,3
600004.SH,20210630,地面运输业务收入,3
600004.SH,20210630,航空服务收入,3
601001.SH,20201231,非煤产品,3
601001.SH,20190630,高岭土,3
002602.SZ,20201231,游戏开发收入,3
600377.SH,20201231,常宜高速,3
600377.SH,20200630,锡宜高速及无锡环太湖公路,3
600006.SH,20181231,发动机,3
600377.SH,20200630,宁常高速及镇溧高速,3
600006.SH,20191231,发动机,3
000423.SZ,20190630,医药贸易,3
000423.SZ,20191231,医药贸易,3
000423.SZ,20200630,毛驴养殖及销售,3
000423.SZ,20201231,毛驴养殖及销售,3
600377.SH,20181231,镇丹高速,3
000652.SZ,20200630,化工产品贸易,3
600648.SH,20201231,其他业务,3
600578.SH,20181231,热力,3
600578.SH,20191231,其他业务,3
600578.SH,20191231,热力,3
600376.SH,20201231,土地开发、转让,3
600578.SH,20201231,热力,3
601808.SH,20201231,物探和工程勘察服务,3
600377.SH,20200630,镇丹高速,3
600377.SH,20210630,五峰山大桥,3
601001.SH,20181231,化工,3
600377.SH,20210630,宜长高速,3
002024.SZ,20191231,物流服务,3
600277.SH,20191231,乙二醇,3
600871.SH,20181231,其他主营业务,3
002024.SZ,20190630,物流服务,3
600871.SH,20190630,其他主营业务,3
600277.SH,20191231,甲醇,3
600277.SH,20200630,其他业务,3
600277.SH,20201231,乙二醇,3
002024.SZ,20181231,物流服务,3
600871.SH,20191231,其他主营业务,3
600277.SH,20201231,甲醇,3
600871.SH,20200630,其他主营业务,3
600871.SH,20201231,其他主营业务,3
600871.SH,20210630,其他主营业务,3
002411.SZ,20181231,5、5-二甲基海因,3
600066.SH,20190630,内部抵销,3
600377.SH,20210630,常宜高速,3
600004.SH,20181231,地面运输业务收入,3
600004.SH,20181231,内部抵销,3
600654.SH,20190630,其他主营业务,3
600390.SH,20191231,期货风险管理业务,3
000408.SZ,20201231,碳酸锂,3
600390.SH,20181231,证券公司,3
600390.SH,20181231,期货风险管理业务,3
002624.SZ,20191231,经纪及其他,3
600863.SH,20181231,热力,3
600863.SH,20190630,其他业务,3
600863.SH,20190630,热力,3
600863.SH,20191231,热力,3
600863.SH,20200630,热力,3
600863.SH,20201231,热力,3
600863.SH,20210630,热力,3
601003.SH,20201231,焦炉煤气,3
601003.SH,20201231,焦化产品,3
002624.SZ,20190630,经纪及其他,3
000883.SZ,20190630,热力,3
601003.SH,20201231,中型材,3
601003.SH,20191231,焦炉煤气,3
000408.SZ,20200630,碳酸锂,3
002624.SZ,20210630,经纪及其他,3
600654.SH,20190630,分部间抵销,3
600390.SH,20201231,期货风险管理业务,3
600859.SH,20200630,其他业务,3
000878.SZ,20201231,硫酸,3
300498.SZ,20200630,其他业务,3
000402.SZ,20200630,物业经营,3
000402.SZ,20201231,物业经营,3
000402.SZ,20210630,物业经营,3
300498.SZ,20200630,肉鸡类养殖,3
600143.SH,20190630,异辛烷,3
600657.SH,20201231,物业管理收入,3
300498.SZ,20210630,猪肉类养殖,3
600657.SH,20191231,物业管理收入,3
600657.SH,20181231,物业管理收入,3
600269.SH,20181231,房地产销售,3
600269.SH,20191231,其他业务,3
600269.SH,20191231,房地产销售,3
002028.SZ,20200630,其他收入,3
600269.SH,20200630,其他业务,3
601003.SH,20191231,焦化产品,3
000883.SZ,20191231,热力,3
601003.SH,20191231,中型材,3
000883.SZ,20200630,热力,3
600655.SH,20191231,分部抵消,3
600655.SH,20190630,分部抵消,3
000667.SZ,20210630,PPP项目投资,3
000667.SZ,20201231,水稻,3
000667.SZ,20201231,工程总承包,3
000667.SZ,20200630,水稻,3
000667.SZ,20200630,工程总承包,3
000667.SZ,20191231,水稻,3
000667.SZ,20191231,工程总承包,3
000667.SZ,20190630,水稻,3
000667.SZ,20181231,水稻,3
600654.SH,20201231,其他收入,3
000413.SZ,20200630,建筑安装工程,3
000895.SZ,20181231,内部抵销,3
600654.SH,20190630,安防系统集成,3
000413.SZ,20201231,建筑安装工程,3
600271.SH,20210630,其他业务,3
000410.SZ,20201231,数控机床,3
000410.SZ,20201231,备件及其他,3
000410.SZ,20200630,数控机床,3
600074.SH,20181231,图像采集分析系列,3
000883.SZ,20201231,热力,3
601003.SH,20181231,焦炉煤气,3
601003.SH,20181231,焦化产品,3
000883.SZ,20210630,热力,3
600655.SH,20210630,工艺品、百货及服务,3
601003.SH,20181231,中型材,3
600655.SH,20210630,分部抵消,3
600655.SH,20200630,工艺品、百货及服务,3
000410.SZ,20200630,其他主营业务,3
000410.SZ,20190630,i5机床销售,3
000410.SZ,20190630,其他业务,3
000410.SZ,20190630,服务类,3
000410.SZ,20190630,非i5机床销售,3
000410.SZ,20191231,其他主营业务,3
000410.SZ,20191231,数控机床,3
000410.SZ,20191231,普通钻、镗床,3
002602.SZ,20210630,铜杆加工件,3
601808.SH,20181231,钻井服务,3
600884.SH,20181231,新能源汽车,3
601788.SH,20190630,其他主营业务,3
601390.SH,20181231,市政,3
601390.SH,20181231,房地产开发,3
601390.SH,20181231,铁路,3
601788.SH,20181231,其他主营业务,3
600307.SH,20181231,物资贸易,3
600989.SH,20181231,洗煤副产品,3
600307.SH,20191231,动力,3
600307.SH,20191231,化产,3
600307.SH,20201231,动力,3
600307.SH,20201231,化产,3
600307.SH,20201231,焦炭,3
000630.SZ,20201231,化工及其他产品,3
002426.SZ,20190630,其他业务,3
002426.SZ,20210630,其他业务,3
600038.SH,20201231,风机产品,3
600638.SH,20201231,酒店业,3
600638.SH,20201231,提供劳务,3
601390.SH,20181231,工程设备和零部件制造,3
601390.SH,20181231,勘察设计与咨询服务,3
600638.SH,20200630,提供劳务,3
601390.SH,20181231,其他主营业务,3
002424.SZ,20181231,中药材,3
600639.SH,20200630,酒店公寓服务业务,3
001979.SZ,20201231,邮轮产业建设与运营,3
000917.SZ,20200630,智能硬件收入,3
601788.SH,20210630,股权投资业务,3
601788.SH,20210630,投资与交易业务,3
601788.SH,20210630,内部抵销,3
601788.SH,20201231,股权投资业务,3
601788.SH,20201231,内部抵销,3
002424.SZ,20201231,其他业务,3
601788.SH,20200630,股权投资,3
601788.SH,20200630,内部抵销,3
601788.SH,20200630,其他主营业务,3
601788.SH,20191231,资产管理业务,3
601788.SH,20191231,境外业务,3
601788.SH,20191231,其他主营业务,3
601390.SH,20181231,公路,3
600369.SH,20210630,资产管理业务,3
600369.SH,20210630,其他业务,3
600007.SH,20201231,酒店经营,3
600369.SH,20201231,其他业务,3
600369.SH,20200630,资产管理业务,3
600369.SH,20200630,其他业务,3
600308.SH,20201231,纸浆,3
600369.SH,20191231,其他业务,3
600308.SH,20210630,电汽,3
601727.SH,20210630,内部抵销,3
600369.SH,20190630,其他业务,3
600369.SH,20181231,其他业务,3
600010.SH,20201231,管材,3
000927.SZ,20181231,提供劳务,3
000927.SZ,20181231,整车,3
000927.SZ,20190630,整车,3
000927.SZ,20191231,备件,3
000927.SZ,20191231,整车,3
002572.SZ,20191231,地板,3
002429.SZ,20181231,其他业务,3
002572.SZ,20190630,地板,3
600308.SH,20200630,纸浆,3
600308.SH,20191231,纸浆,3
600369.SH,20201231,资产管理业务,3
600881.SH,20201231,煤炭,3
600638.SH,20191231,提供劳务,3
600638.SH,20190630,提供劳务,3
000536.SZ,20181231,盖板玻璃业务,3
000536.SZ,20181231,面板业务,3
000536.SZ,20190630,模组相关业务,3
000536.SZ,20190630,盖板玻璃业务,3
000536.SZ,20190630,面板业务,3
000536.SZ,20191231,模组相关业务,3
000536.SZ,20191231,盖板玻璃业务,3
000536.SZ,20191231,面板业务,3
000536.SZ,20200630,盖板玻璃业务,3
000536.SZ,20200630,面板业务,3
600638.SH,20181231,提供劳务,3
000536.SZ,20201231,盖板玻璃业务,3
000536.SZ,20201231,面板业务,3
000536.SZ,20210630,其他业务,3
000536.SZ,20210630,盖板玻璃业务,3
002424.SZ,20171231,医疗机构,3
000917.SZ,20190630,房地产,3
000917.SZ,20181231,影视节目制作发行,3
601375.SH,20190630,投资银行业务,3
601375.SH,20191231,总部及其他,3
601375.SH,20191231,海外业务,3
601801.SH,20210630,分部抵消,3
601375.SH,20200630,信用业务,3
601375.SH,20200630,内部抵销,3
601375.SH,20200630,投资银行业务,3
601375.SH,20200630,海外业务,3
601375.SH,20200630,证券投资业务,3
601375.SH,20201231,总部及其他,3
601375.SH,20201231,投资银行业务,3
601375.SH,20201231,海外业务,3
601375.SH,20201231,证券投资业务,3
601375.SH,20210630,内部抵销,3
601375.SH,20210630,总部及其他,3
601375.SH,20210630,海外业务,3
600373.SH,20201231,内部抵销,3
000503.SZ,20181231,医疗质量安全服务业务,3
601375.SH,20191231,内部抵销,3
601375.SH,20190630,总部及其他,3
600300.SH,20191231,其他主营业务,3
601375.SH,20190630,内部抵销,3
600061.SH,20210630,自营业务,3
600061.SH,20210630,内部抵销,3
600061.SH,20200630,自营业务,3
600061.SH,20200630,内部抵销,3
600061.SH,20190630,自营业务,3
600061.SH,20190630,投资银行业务,3
600061.SH,20190630,内部抵销,3
600061.SH,20190630,其他主营业务,3
600643.SH,20210630,内部抵销,3
600061.SH,20181231,自营业务,3
600643.SH,20201231,内部抵销,3
002007.SZ,20201231,其他主营业务,3
600643.SH,20181231,内部抵销,3
601375.SH,20181231,内部抵销,3
601375.SH,20181231,总部及其他,3
601375.SH,20181231,投资银行业务,3
601375.SH,20181231,海外业务,3
000503.SZ,20190630,医保基金综合管理服务,3
000503.SZ,20190630,医疗福利管理,3
000503.SZ,20191231,医保基金综合管理服务,3
000503.SZ,20200630,医保基金综合管理服务,3
600997.SH,20190630,其他洗煤,3
601377.SH,20181231,内部抵销,3
600997.SH,20181231,内部抵销,3
601377.SH,20181231,证券投资业务,3
601377.SH,20190630,其他主营业务,3
601377.SH,20190630,内部抵销,3
600058.SH,20201231,铁矿石,3
601377.SH,20191231,其他主营业务,3
601377.SH,20191231,内部抵销,3
601377.SH,20191231,海外业务,3
601377.SH,20200630,其他主营业务,3
601377.SH,20200630,海外业务,3
601800.SH,20181231,内部抵销,3
601377.SH,20201231,其他主营业务,3
600300.SH,20180630,食品,3
601377.SH,20201231,海外业务,3
601377.SH,20210630,其他主营业务,3
600997.SH,20190630,其他焦化产品,3
600997.SH,20190630,内部抵销,3
600997.SH,20191231,其他洗煤,3
000636.SZ,20200630,FPC线路板,3
000503.SZ,20200630,医疗福利管理,3
000503.SZ,20201231,数字医保,3
000503.SZ,20210630,医疗福利管理,3
000503.SZ,20210630,数字医保,3
600373.SH,20191231,内部抵销,3
000636.SZ,20201231,FPC线路板,3
600997.SH,20210630,甲醇,3
600997.SH,20210630,内部抵销,3
600997.SH,20191231,其他焦化产品,3
000636.SZ,20191231,FPC线路板,3
600997.SH,20210630,其他焦化产品,3
000636.SZ,20190630,FPC线路板,3
600997.SH,20201231,其他焦化产品,3
600373.SH,20181231,内部抵销,3
600997.SH,20200630,内部抵销,3
600997.SH,20200630,其他焦化产品,3
002120.SZ,20181231,快运收入,3
002673.SZ,20190630,子公司业务,3
002493.SZ,20191231,涤纶预取向丝,3
600166.SH,20181231,乘用车,3
601186.SH,20190630,内部抵销,3
600782.SH,20201231,焦化产品,3
002131.SZ,20210630,其他主营业务,3
000778.SZ,20181231,副产品,3
000027.SZ,20171231,运输业务,3
000027.SZ,20171231,蒸汽,3
002131.SZ,20201231,其他主营业务,3
002202.SZ,20200630,风电服务,3
601186.SH,20181231,内部抵销,3
000792.SZ,20181231,盐湖资源综合利用化工产品,3
600737.SH,20201231,其他(农业、农资、电力等),3
601158.SH,20200630,分部间抵销,3
000768.SZ,20181231,内部抵销,3
000768.SZ,20181231,汽车零部件,3
601179.SH,20180630,其他业务,3
601158.SH,20210630,分部间抵销,3
600166.SH,20191231,乘用车,3
600166.SH,20191231,交叉型乘用车,3
601198.SH,20181231,其他主营业务,3
000793.SZ,20201231,印刷,3
002202.SZ,20201231,风电服务,3
000792.SZ,20190630,盐湖资源综合利用化工产品,3
601186.SH,20191231,内部抵销,3
000792.SZ,20191231,PVC,3
603799.SH,20190630,镍矿产品,3
603799.SH,20181231,镍矿产品,3
600460.SH,20210630,其他主营业务,3
000793.SZ,20191231,出国留学咨询及相关业务,3
000793.SZ,20191231,动漫类服务,3
600460.SH,20201231,发光二极管,3
600460.SH,20200630,发光二极管,3
000751.SZ,20201231,硫酸,3
000793.SZ,20200630,休闲观光,3
600460.SH,20191231,发光二极管,3
000751.SZ,20210630,电铅,3
000792.SZ,20201231,盐湖资源综合利用化工产品,3
000792.SZ,20201231,水泥加工、制品、销售业务,3
601186.SH,20210630,内部抵销,3
601186.SH,20201231,内部抵销,3
000778.SZ,20210630,分销配送,3
000758.SZ,20190630,冶金机械,3
000792.SZ,20191231,盐湖资源综合利用化工产品,3
000793.SZ,20201231,休闲观光,3
000750.SZ,20210630,内部抵销,3
000750.SZ,20210630,其他,3
000793.SZ,20190630,动漫类服务,3
601198.SH,20200630,其他主营业务,3
600166.SH,20201231,重型机械,3
300024.SZ,20210630,交通自动化系统,3
600748.SH,20191231,其他业务,3
600748.SH,20200630,其他业务,3
603699.SH,20181231,管件,3
600508.SH,20200630,铝加工,3
002120.SZ,20211231,面单销售收入,3
002120.SZ,20211231,特许收入,3
002202.SZ,20181231,6.0MW,3
600508.SH,20191231,铝加工,3
600151.SH,20210630,Compressor/压缩机,3
601179.SH,20200630,分部抵消,3
600508.SH,20191231,电力,3
600508.SH,20191231,其他业务,3
600497.SH,20201231,硫酸,3
600497.SH,20201231,其他主营业务,3
002120.SZ,20211231,派送服务收入,3
300027.SZ,20210630,互联网娱乐,3
600780.SH,20190630,其他主营业务,3
300027.SZ,20201231,内部抵销,3
603699.SH,20191231,其他业务,3
603699.SH,20191231,管件,3
000750.SZ,20200630,信用业务,3
000750.SZ,20200630,其他,3
000750.SZ,20210630,信用业务,3
000792.SZ,20181231,PVC,3
300024.SZ,20200630,交通自动化系统,3
600166.SH,20201231,交叉型乘用车,3
000750.SZ,20201231,内部抵销,3
600782.SH,20191231,焦化产品,3
000750.SZ,20201231,其他,3
002131.SZ,20191231,其他主营业务,3
000750.SZ,20201231,信用业务,3
000793.SZ,20210630,休闲观光,3
600737.SH,20191231,内部抵销,3
601179.SH,20190630,分部抵消,3
002202.SZ,20190630,6.0MW,3
603699.SH,20201231,锻件,3
601198.SH,20191231,其他主营业务,3
000750.SZ,20200630,内部抵销,3
600508.SH,20210630,其他业务,3
600508.SH,20201231,铝加工,3
603699.SH,20201231,其他业务,3
600171.SH,20181231,代理加工,3
000793.SZ,20181231,漫画图书、期刊及周边产品,3
000750.SZ,20191231,内部抵销,3
600150.SH,20190630,海洋工程业务,3
002230.SZ,20211231,政法业务,3
603858.SH,20181231,其他业务,3
601168.SH,20181231,银锭,3
601139.SH,20200630,石油气批发,3
603858.SH,20190630,内部抵销,3
603858.SH,20200630,内部抵销,3
601139.SH,20210630,天然气批发,3
600150.SH,20191231,其他主营业务,3
002230.SZ,20211231,其他主营业务,3
002230.SZ,20211231,其他业务,3
600158.SH,20201231,体育-体育场馆运营管理,3
600150.SH,20190630,其他主营业务,3
300059.SZ,20201231,金融数据服务,3
600150.SH,20181231,海洋工程业务,3
300059.SZ,20210630,广告服务,3
600724.SH,20201231,其他业务,3
000783.SZ,20181231,其他-其他,3
000783.SZ,20181231,证券投资业务,3
600160.SH,20201231,氟化工原料,3
000783.SZ,20190630,其他-其他,3
300059.SZ,20181231,广告服务,3
002122.SZ,20200630,轴承,3
000009.SZ,20181231,其他主营业务,3
300059.SZ,20181231,金融数据服务,3
000751.SZ,20171231,锌锭,3
000751.SZ,20171231,银锭,3
002230.SZ,20211231,汽车领域,3
000751.SZ,20171231,硫酸,3
000751.SZ,20171231,电铅,3
000751.SZ,20171231,热镀锌,3
000751.SZ,20171231,其他主营业务,3
300059.SZ,20191231,金融数据服务,3
002122.SZ,20201231,轴承,3
600485.SH,20181231,数据通信服务,3
000751.SZ,20171231,其他业务,3
300059.SZ,20190630,金融数据服务,3
300059.SZ,20200630,广告服务,3
002230.SZ,20211231,智能服务,3
600485.SH,20191231,数据通信服务,3
